s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,BURN_RATE
 1.6241000E+002, 0.0000000E+000, 1.5920553E-003,-2.5424257E-002,-2.4117707E-002,-2.4968213E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2999834E-006,-2.9763204E-001, 1.7858919E-004
 1.6321001E+002, 0.0000000E+000, 1.5942376E-003,-2.6273718E-002,-2.3205835E-002,-2.3926731E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4485499E-004,-2.8715262E-001, 1.7927807E-004
 1.6400999E+002, 0.0000000E+000, 1.5924999E-003,-2.5970803E-002,-2.3178112E-002,-2.4286512E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5476327E-004,-2.9042154E-001, 1.7992912E-004
 1.6481000E+002, 0.0000000E+000, 1.5921608E-003,-2.6112996E-002,-2.3923463E-002,-2.5108006E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2770135E-005,-2.9952436E-001, 1.8054362E-004
 1.6561000E+002, 0.0000000E+000, 1.5924883E-003,-2.4215262E-002,-2.4135835E-002,-2.5357989E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8675280E-005,-3.0033850E-001, 1.8112438E-004
 1.6641000E+002, 0.0000000E+000, 1.5932458E-003,-2.2686176E-002,-2.4816143E-002,-2.5987596E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2496515E-004,-3.0578504E-001, 1.8167497E-004
 1.6721001E+002, 0.0000000E+000, 1.5918881E-003,-2.4850741E-002,-2.4362804E-002,-2.5186292E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0742453E-005,-2.9948457E-001, 1.8219894E-004
 1.6800999E+002, 0.0000000E+000, 1.5937744E-003,-2.5758566E-002,-2.3885719E-002,-2.4323074E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7737590E-004,-2.9128125E-001, 1.8270000E-004
 1.6881000E+002, 0.0000000E+000, 1.5966532E-003,-2.5825122E-002,-2.4698467E-002,-2.5374805E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7640022E-005,-3.0267499E-001, 1.8318066E-004
 1.6961000E+002, 0.0000000E+000, 1.5974380E-003,-2.5975852E-002,-2.4006387E-002,-2.4559978E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8896479E-005,-2.9398458E-001, 1.8364302E-004
 1.7041000E+002, 0.0000000E+000, 1.5928250E-003,-2.4363709E-002,-2.3829716E-002,-2.4420455E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1647514E-004,-2.9080515E-001, 1.8408964E-004
